dataset,task,model,fold,seed,accuracy,auroc,auprc,es,mae,mse,rmse,r2,osmae
tjh,multitask,MLP,5,0,0.868571401,0.94023639,0.920310497,0.815543765,4.681746006,37.34340286,6.110924721,0.066494107,6.973385334
tjh,multitask,MLP,6,0,0.895424843,0.90625,0.897979319,0.754237929,5.147696972,49.17607117,7.012565136,0.0431059,6.897799015
tjh,multitask,MLP,7,0,0.895604372,0.975723565,0.958448887,0.633523839,3.954704285,25.3461628,5.034497261,0.211933196,6.910441875
tjh,multitask,MLP,8,0,0.906976759,0.9432953,0.918512464,0.714605973,5.087003708,41.87108231,6.470787048,0.112787843,6.777749538
tjh,multitask,MLP,9,0,0.867469907,0.936445534,0.90893811,0.526815775,5.61776495,75.63136292,8.696629524,-0.353963375,8.073811531
tjh,multitask,RETAIN,0,0,0.936416209,0.984423637,0.978359044,0.777899114,4.443993092,49.60371399,7.042990208,-0.213086247,4.976038933
tjh,multitask,RETAIN,1,0,0.961111128,0.994622946,0.991601765,0.916954151,4.186071873,35.13848877,5.927772522,0.230237603,3.792743921
tjh,multitask,RETAIN,2,0,0.914285719,0.967885852,0.963573217,0.589142176,4.262196541,33.98777771,5.829903603,0.302429497,4.336575031
tjh,multitask,RETAIN,3,0,0.91390729,0.952200651,0.952457905,0.771197581,4.567577839,34.2233696,5.850074291,0.201248944,5.734571457
tjh,multitask,RETAIN,4,0,0.892655373,0.96425724,0.948647022,0.896735345,5.749228954,61.22740555,7.824794292,-0.041885972,4.997748852
tjh,multitask,RETAIN,5,0,0.879999995,0.966424942,0.956269324,0.88932626,4.327798843,35.12337494,5.926497459,0.121990085,6.293925762
tjh,multitask,RETAIN,6,0,0.960784316,0.995435357,0.994292557,0.860889393,4.45498991,43.13537979,6.567752838,0.160648942,4.095621109
tjh,multitask,RETAIN,7,0,0.972527444,0.998399377,0.997008085,0.896375706,3.957220078,23.24927902,4.821750641,0.277129829,3.932718515
tjh,multitask,RETAIN,8,0,0.918604672,0.953989029,0.922977328,0.781351349,5.22394228,42.95482635,6.553993225,0.089824259,6.048151016
tjh,multitask,RETAIN,9,0,0.903614461,0.960032701,0.942421615,0.669792303,5.035877705,41.90691757,6.473555088,0.249776363,6.104928017
tjh,multitask,RNN,0,0,0.884393036,0.970263362,0.960026741,0.596180208,5.035840511,49.06864548,7.004901409,-0.200001001,7.213102341
tjh,multitask,RNN,1,0,0.961111128,0.996159256,0.994467914,0.916954151,4.708099365,40.11138535,6.33335495,0.121298671,4.382678032
tjh,multitask,RNN,2,0,0.937142849,0.99107939,0.980741322,0.79731014,4.677852154,43.07965088,6.563508987,0.115826428,4.378434181
tjh,multitask,RNN,3,0,0.867549658,0.950216532,0.950883269,0.622719416,4.263802052,32.84811401,5.731327534,0.233346581,7.141188622
tjh,multitask,RNN,4,0,0.909604549,0.979006112,0.970037043,0.919265815,5.374440193,56.95582962,7.546908379,0.030802071,4.488792419
tjh,multitask,RNN,5,0,0.851428568,0.933924317,0.902947247,0.827193633,4.067719936,28.18552971,5.309004784,0.295421481,6.907632351
tjh,multitask,RNN,6,0,0.895424843,0.984901667,0.981365383,0.629038382,4.645602703,41.98086548,6.479264259,0.183114052,6.16601944
tjh,multitask,RNN,7,0,0.98901099,0.998932838,0.998064756,0.97219836,3.891841412,26.12633514,5.111392498,0.187675893,3.134890318
tjh,multitask,RNN,8,0,0.95348835,0.994090319,0.992132604,0.940159316,5.169743061,40.46015549,6.36082983,0.142684162,4.656779289
tjh,multitask,RNN,9,0,0.891566277,0.961507022,0.944307029,0.724259552,5.014073849,43.30081177,6.58033514,0.22482264,6.17839098
tjh,multitask,StageNet,0,0,0.838150263,0.975785971,0.965968013,0.43465229,4.299801826,45.67185211,6.758095264,-0.116930485,8.090088844
tjh,multitask,StageNet,1,0,0.888888896,0.995007038,0.992469728,0.631121926,4.012443066,35.0623703,5.921348572,0.231905103,6.183671951
tjh,multitask,StageNet,2,0,0.828571439,0.98409164,0.957899153,0.227587292,4.388141155,36.08421707,6.007013798,0.259401858,6.843521118
tjh,multitask,StageNet,3,0,0.80794704,0.968614817,0.96190536,0.294120198,4.879430294,40.36646652,6.353460789,0.05787313,9.941926956
tjh,multitask,StageNet,4,0,0.926553667,0.988838673,0.983321905,0.806613465,5.017741203,55.32451248,7.438045025,0.058561623,3.655676842
tjh,multitask,StageNet,5,0,0.868571401,0.946548522,0.923760533,0.780594164,3.983191729,26.04910469,5.103832245,0.3488276,6.760251999
tjh,multitask,StageNet,6,0,0.80392158,0.976123571,0.96994102,0.304446967,4.588368893,41.83551788,6.468038082,0.185942352,9.314936638
tjh,multitask,StageNet,7,0,0.884615362,0.99973321,0.9995116,0.469241423,3.962585211,28.84984016,5.371204853,0.10299629,6.949562073
tjh,multitask,StageNet,8,0,0.895348847,0.983959496,0.971516728,0.627146511,4.76474762,41.22911072,6.42098999,0.126390636,6.565391541
tjh,multitask,StageNet,9,0,0.897590339,0.965929627,0.952853799,0.482561135,5.034734726,44.97772217,6.706543446,0.194802403,6.714595795
tjh,multitask,TCN,0,0,0.924855471,0.969272137,0.9643085,0.755689026,4.830015659,47.08504486,6.861854553,-0.151490927,5.585667133
tjh,multitask,TCN,1,0,0.955555558,0.991678417,0.987412274,0.880259474,4.013005257,27.7384758,5.26673317,0.392346203,4.377447605
tjh,multitask,TCN,2,0,0.925714314,0.982307434,0.974288106,0.693226158,4.563257694,39.1586113,6.257684231,0.196302474,4.323559761
tjh,multitask,TCN,3,0,0.940397322,0.981060624,0.975425243,0.846653698,4.63893652,34.53761673,5.876871109,0.193914652,5.758499146
tjh,multitask,TCN,4,0,0.841807902,0.936353922,0.884026408,0.660165409,6.037707329,60.65296173,7.78800106,-0.03211081,6.348025322
tjh,multitask,TCN,5,0,0.868571401,0.947354317,0.924138486,0.850493369,4.471201897,38.06015015,6.169291019,0.048576951,6.719733715
tjh,multitask,TCN,6,0,0.921568632,0.970856786,0.941645682,0.784378559,4.637210846,40.25167465,6.34442091,0.216761529,5.299194336
tjh,multitask,TCN,7,0,0.906593382,0.984126985,0.970452785,0.684072276,4.424790382,34.2196579,5.849757195,-0.063962936,6.616176128
tjh,multitask,TCN,8,0,0.941860437,0.98424089,0.961414218,0.811271691,4.958552837,40.44764328,6.359846115,0.142949283,5.152413368
tjh,multitask,TCN,9,0,0.915662646,0.971335053,0.945997119,0.799152019,5.287695885,53.46615982,7.312055588,0.042841136,5.024168968
tjh,multitask,Transformer,0,0,0.867052019,0.955253482,0.943867922,0.535607239,4.793345928,46.5512352,6.822846413,-0.138436317,7.077288628
tjh,multitask,Transformer,1,0,0.938888907,0.988605857,0.984769404,0.891847266,4.939954758,42.56121063,6.523895264,0.067631543,5.335440636
tjh,multitask,Transformer,2,0,0.879999995,0.946030319,0.840484738,0.622010802,5.093340397,52.65248871,7.256203651,-0.080648065,5.444370747
tjh,multitask,Transformer,3,0,0.847682118,0.943362236,0.925455511,0.637323826,4.611305237,31.82784653,5.641617298,0.257158875,8.184181213
tjh,multitask,Transformer,4,0,0.887005627,0.940207243,0.799642324,0.928653512,5.575779915,58.00255585,7.615941048,0.012990236,5.150372505
tjh,multitask,Transformer,5,0,0.868571401,0.963604629,0.957295299,0.86796817,5.785076141,66.21504211,8.137262344,-0.655235529,7.584900379
tjh,multitask,Transformer,6,0,0.823529422,0.956109524,0.947284102,0.394868861,5.367233276,50.17391586,7.08335495,0.02368933,9.563642502
tjh,multitask,Transformer,7,0,0.890109897,0.958516717,0.90060699,0.676490011,4.227715969,26.84012794,5.180746078,0.165482521,6.863873959
tjh,multitask,Transformer,8,0,0.970930219,0.988602817,0.98775214,0.947064011,5.130295277,42.28982162,6.503062248,0.103915095,4.490083694
tjh,multitask,Transformer,9,0,0.879518092,0.946764946,0.907818437,0.717451146,5.081739902,43.12317657,6.566823959,0.228002727,6.452693939
cdsl,outcome,AdaCare,0,0,0.903682709,0.861351967,0.590974569,0.277981225,,,,,
cdsl,outcome,AdaCare,1,0,0.889796257,0.83127439,0.465995938,0.10113268,,,,,
cdsl,outcome,AdaCare,2,0,0.894993722,0.871825933,0.52472049,0.144082472,,,,,
cdsl,outcome,AdaCare,3,0,0.897876799,0.848667383,0.532778323,0.191729573,,,,,
cdsl,outcome,AdaCare,4,0,0.913286924,0.903322041,0.629992425,0.320775651,,,,,
cdsl,outcome,AdaCare,5,0,0.908311903,0.858130991,0.577270746,0.230573254,,,,,
cdsl,outcome,AdaCare,6,0,0.901230633,0.88781637,0.554620743,0.053272694,,,,,
cdsl,outcome,AdaCare,7,0,0.890417755,0.865152478,0.539069653,0.214426805,,,,,
cdsl,outcome,AdaCare,8,0,0.891753852,0.859541774,0.538271785,0.106955385,,,,,
cdsl,outcome,AdaCare,9,0,0.889264584,0.871555746,0.578353226,0.104857209,,,,,
cdsl,outcome,Agent,0,0,0.898988247,0.837734282,0.478221714,0.116487733,,,,,
cdsl,outcome,Agent,1,0,0.870133996,0.810150087,0.377625316,0.04769492,,,,,
cdsl,outcome,Agent,2,0,0.901448369,0.888737321,0.576510966,0.103307864,,,,,
cdsl,outcome,Agent,3,0,0.909421146,0.862516165,0.579943717,0.180520756,,,,,
cdsl,outcome,Agent,4,0,0.925126016,0.932333767,0.708716631,0.413453786,,,,,
cdsl,outcome,Agent,5,0,0.908568978,0.865908563,0.576926827,0.178260955,,,,,
cdsl,outcome,Agent,6,0,0.898513675,0.90662992,0.47716558,0.267696793,,,,,
cdsl,outcome,Agent,7,0,0.897833049,0.873737872,0.581386805,0.261477551,,,,,
cdsl,outcome,Agent,8,0,0.890618682,0.869707942,0.56776309,0.1281726,,,,,
cdsl,outcome,Agent,9,0,0.880557895,0.828911841,0.492901891,0.056405418,,,,,
cdsl,outcome,GRASP,0,0,0.909024715,0.867692053,0.60395813,0.126072453,,,,,
cdsl,outcome,GRASP,1,0,0.888051987,0.789899588,0.394482136,-0.064908998,,,,,
cdsl,outcome,GRASP,2,0,0.897670031,0.79472208,0.485238194,0.047253691,,,,,
cdsl,outcome,GRASP,3,0,0.902074754,0.837045431,0.532408834,0.26304236,,,,,
cdsl,outcome,GRASP,4,0,0.921446264,0.92690599,0.692713916,0.456486344,,,,,
cdsl,outcome,GRASP,5,0,0.910625517,0.875415027,0.613031328,0.018351765,,,,,
cdsl,outcome,GRASP,6,0,0.894598067,0.877180099,0.532527745,0.255576033,,,,,
cdsl,outcome,GRASP,7,0,0.895443678,0.855334342,0.561362147,0.192295528,,,,,
cdsl,outcome,GRASP,8,0,0.887780726,0.813705087,0.472889006,0.043223673,,,,,
cdsl,outcome,GRASP,9,0,0.874049008,0.806315184,0.506309271,0.189445286,,,,,
cdsl,outcome,GRU,0,0,0.909591258,0.882581294,0.605931044,0.308995933,,,,,
cdsl,outcome,GRU,1,0,0.872988164,0.822301507,0.441906393,0.184685442,,,,,
cdsl,outcome,GRU,2,0,0.902471662,0.884671092,0.574387372,0.142161612,,,,,
cdsl,outcome,GRU,3,0,0.88504076,0.861097217,0.44942385,0.187228395,,,,,
cdsl,outcome,GRU,4,0,0.919046462,0.928094864,0.679711819,0.417383263,,,,,
cdsl,outcome,GRU,5,0,0.924764335,0.888658106,0.66100508,0.231762171,,,,,
cdsl,outcome,GRU,6,0,0.88892442,0.903366029,0.513898432,0.191309843,,,,,
cdsl,outcome,GRU,7,0,0.897503495,0.88315022,0.572301686,0.116055893,,,,,
cdsl,outcome,GRU,8,0,0.895726919,0.851534724,0.563818216,0.226892702,,,,,
cdsl,outcome,GRU,9,0,0.892476737,0.887499571,0.615982771,0.159709822,,,,,
cdsl,outcome,LSTM,0,0,0.91558075,0.875731945,0.646387696,0.301852603,,,,,
cdsl,outcome,LSTM,1,0,0.884642839,0.816413641,0.401567936,0.02879121,,,,,
cdsl,outcome,LSTM,2,0,0.886177599,0.852250576,0.476851135,0.117801622,,,,,
cdsl,outcome,LSTM,3,0,0.903043509,0.854762554,0.49398452,0.214058948,,,,,
cdsl,outcome,LSTM,4,0,0.917686582,0.920680702,0.67557615,0.439905871,,,,,
cdsl,outcome,LSTM,5,0,0.917052269,0.88395226,0.631772637,0.233545544,,,,,
cdsl,outcome,LSTM,6,0,0.909701109,0.910256386,0.600742161,0.2045642,,,,,
cdsl,outcome,LSTM,7,0,0.891900778,0.864989996,0.518336713,0.168944417,,,,,
cdsl,outcome,LSTM,8,0,0.894024134,0.853674054,0.54774195,0.138020591,,,,,
cdsl,outcome,LSTM,9,0,0.888588309,0.868940175,0.559759974,0.115147138,,,,,
cdsl,outcome,MLP,0,0,0.895184159,0.814798176,0.433830351,-0.077376795,,,,,
cdsl,outcome,MLP,1,0,0.889241278,0.801020205,0.430512637,-0.040113222,,,,,
cdsl,outcome,MLP,2,0,0.894836247,0.870689094,0.499488443,-0.04861466,,,,,
cdsl,outcome,MLP,3,0,0.89771533,0.820927203,0.480648756,0.059695007,,,,,
cdsl,outcome,MLP,4,0,0.905367553,0.869612873,0.512256622,0.02922768,,,,,
cdsl,outcome,MLP,5,0,0.904113114,0.838605404,0.515590966,-0.001661653,,,,,
cdsl,outcome,MLP,6,0,0.892280638,0.874777019,0.495809227,-0.008290305,,,,,
cdsl,outcome,MLP,7,0,0.888440311,0.827921569,0.457747161,-0.004097771,,,,,
cdsl,outcome,MLP,8,0,0.887780726,0.827639461,0.493207276,0.002870931,,,,,
cdsl,outcome,MLP,9,0,0.885460675,0.868634939,0.540580273,0.012247849,,,,,
cdsl,outcome,RETAIN,0,0,0.912909746,0.870623171,0.608503461,0.149130035,,,,,
cdsl,outcome,RETAIN,1,0,0.884801388,0.760856867,0.376593292,-0.06900071,,,,,
cdsl,outcome,RETAIN,2,0,0.899086893,0.881802619,0.569148779,-0.003823709,,,,,
cdsl,outcome,RETAIN,3,0,0.907160759,0.843767226,0.542748272,0.096233985,,,,,
cdsl,outcome,RETAIN,4,0,0.921606243,0.901486754,0.656367898,0.277263889,,,,,
cdsl,outcome,RETAIN,5,0,0.910197079,0.835957825,0.563683391,0.035690122,,,,,
cdsl,outcome,RETAIN,6,0,0.890682459,0.829664946,0.449652642,-0.015527881,,,,,
cdsl,outcome,RETAIN,7,0,0.901540756,0.883745074,0.591277778,0.181491283,,,,,
cdsl,outcome,RETAIN,8,0,0.893780887,0.853230774,0.538768709,0.090942392,,,,,
cdsl,outcome,RETAIN,9,0,0.886728644,0.840378881,0.556808412,-0.010600655,,,,,
cdsl,outcome,RNN,0,0,0.905139625,0.868340969,0.603234529,0.259263894,,,,,
cdsl,outcome,RNN,1,0,0.885832071,0.835362971,0.456831038,0.054323494,,,,,
cdsl,outcome,RNN,2,0,0.89696157,0.872801065,0.529677272,0.139978817,,,,,
cdsl,outcome,RNN,3,0,0.901106,0.871490896,0.568532765,0.234181864,,,,,
cdsl,outcome,RNN,4,0,0.926805854,0.925368249,0.692044854,0.343873304,,,,,
cdsl,outcome,RNN,5,0,0.919708669,0.899565995,0.657899857,0.255342336,,,,,
cdsl,outcome,RNN,6,0,0.897714555,0.904999793,0.554566801,0.133409232,,,,,
cdsl,outcome,RNN,7,0,0.897915483,0.861280441,0.550343275,0.092966175,,,,,
cdsl,outcome,RNN,8,0,0.895402551,0.865647852,0.56394732,0.237381212,,,,,
cdsl,outcome,RNN,9,0,0.883770049,0.876257539,0.579843342,0.215534712,,,,,
cdsl,outcome,StageNet,0,0,0.89235127,0.822665095,0.472103179,0.291363664,,,,,
cdsl,outcome,StageNet,1,0,0.880202949,0.80320704,0.437848181,0.047040246,,,,,
cdsl,outcome,StageNet,2,0,0.900818646,0.885159433,0.557883978,0.236982222,,,,,
cdsl,outcome,StageNet,3,0,0.907564402,0.868796468,0.580143809,0.349270817,,,,,
cdsl,outcome,StageNet,4,0,0.913926899,0.922259808,0.658475399,0.373296456,,,,,
cdsl,outcome,StageNet,5,0,0.912425041,0.872896671,0.636108816,0.260296152,,,,,
cdsl,outcome,StageNet,6,0,0.899472594,0.908934236,0.54698801,0.229503318,,,,,
cdsl,outcome,StageNet,7,0,0.895114124,0.869496107,0.565746248,0.202141332,,,,,
cdsl,outcome,StageNet,8,0,0.894753933,0.875564098,0.595734239,0.165402809,,,,,
cdsl,outcome,StageNet,9,0,0.89340657,0.879568338,0.606379509,0.237897077,,,,,
cdsl,outcome,TCN,0,0,0.912343204,0.875634849,0.612135291,0.251849299,,,,,
cdsl,outcome,TCN,1,0,0.88908267,0.816470385,0.452306628,-0.024073711,,,,,
cdsl,outcome,TCN,2,0,0.894285262,0.881142259,0.517469049,0.038784447,,,,,
cdsl,outcome,TCN,3,0,0.899087727,0.858382344,0.571043313,0.241507311,,,,,
cdsl,outcome,TCN,4,0,0.911927044,0.91224885,0.658044338,0.320008924,,,,,
cdsl,outcome,TCN,5,0,0.906598091,0.867416382,0.598430276,-0.044264473,,,,,
cdsl,outcome,TCN,6,0,0.902029753,0.909003615,0.568642735,0.163231535,,,,,
cdsl,outcome,TCN,7,0,0.892807126,0.876769483,0.531719625,0.167550321,,,,,
cdsl,outcome,TCN,8,0,0.894916058,0.875748038,0.583553553,0.084857455,,,,,
cdsl,outcome,TCN,9,0,0.898140311,0.867246151,0.615936399,0.148366593,,,,,
cdsl,outcome,Transformer,0,0,0.881100774,0.829959691,0.460192025,0.186022165,,,,,
cdsl,outcome,Transformer,1,0,0.855862975,0.786721349,0.32991147,-0.082667028,,,,,
cdsl,outcome,Transformer,2,0,0.882714093,0.820516646,0.376268148,-0.157143221,,,,,
cdsl,outcome,Transformer,3,0,0.884394944,0.839577675,0.365562618,-0.070839167,,,,,
cdsl,outcome,Transformer,4,0,0.856731474,0.831095397,0.37587741,0.170209621,,,,,
cdsl,outcome,Transformer,5,0,0.869837165,0.732214928,0.324805319,0.013992407,,,,,
cdsl,outcome,Transformer,6,0,0.875419557,0.850532055,0.418818712,-0.136561085,,,,,
cdsl,outcome,Transformer,7,0,0.883167148,0.817911923,0.459291816,-0.030846991,,,,,
cdsl,outcome,Transformer,8,0,0.862563848,0.792471349,0.325804532,-0.067426108,,,,,
cdsl,outcome,Transformer,9,0,0.864412487,0.831174374,0.397053599,-0.220855502,,,,,
cdsl,los,AdaCare,0,0,,,,,3.77558279,29.01036263,5.386126995,0.171291292,
cdsl,los,AdaCare,1,0,,,,,3.983917952,31.35965347,5.59996891,0.193790019,
cdsl,los,AdaCare,2,0,,,,,4.009675503,36.62472534,6.051836491,0.184122801,
cdsl,los,AdaCare,3,0,,,,,3.926419258,33.18496323,5.760639191,0.130034089,
cdsl,los,AdaCare,4,0,,,,,3.681667566,25.7617836,5.075606823,0.153487146,
cdsl,los,AdaCare,5,0,,,,,3.555735588,22.93149567,4.788683891,0.221137583,
cdsl,los,AdaCare,6,0,,,,,3.686965704,24.83016014,4.982986927,0.121731639,
cdsl,los,AdaCare,7,0,,,,,3.851480484,33.13857269,5.756611347,0.157596588,
cdsl,los,AdaCare,8,0,,,,,3.828562737,29.76253319,5.455504894,0.201724052,
cdsl,los,AdaCare,9,0,,,,,3.650918007,24.04603004,4.903675079,0.170683086,
cdsl,los,Agent,0,0,,,,,3.718532801,28.04092216,5.295368195,0.198984325,
cdsl,los,Agent,1,0,,,,,3.882312536,30.61659431,5.53322649,0.212893009,
cdsl,los,Agent,2,0,,,,,4.141070843,39.55294037,6.289113045,0.118891954,
cdsl,los,Agent,3,0,,,,,3.95865941,33.16056824,5.758521557,0.130673647,
cdsl,los,Agent,4,0,,,,,3.620998144,25.58945274,5.058601856,0.159149826,
cdsl,los,Agent,5,0,,,,,3.667802095,24.25292397,4.924726009,0.176255584,
cdsl,los,Agent,6,0,,,,,3.687349319,25.70195389,5.069709301,0.090895414,
cdsl,los,Agent,7,0,,,,,3.90396452,33.41176605,5.78029108,0.150651813,
cdsl,los,Agent,8,0,,,,,3.865031481,31.56732368,5.618480682,0.153316796,
cdsl,los,Agent,9,0,,,,,3.566438675,24.55116272,4.954913139,0.153261721,
cdsl,los,GRASP,0,0,,,,,3.84612155,30.28695107,5.503358364,0.134824336,
cdsl,los,GRASP,1,0,,,,,4.009120464,32.07069778,5.663099766,0.175510168,
cdsl,los,GRASP,2,0,,,,,4.073999882,39.03330231,6.247663975,0.130467713,
cdsl,los,GRASP,3,0,,,,,3.940085649,33.48365402,5.786506176,0.122203767,
cdsl,los,GRASP,4,0,,,,,3.610307693,24.90413857,4.990404606,0.181668758,
cdsl,los,GRASP,5,0,,,,,3.668722868,24.5844574,4.958271503,0.164995134,
cdsl,los,GRASP,6,0,,,,,3.706877708,24.73716736,4.973647118,0.125020921,
cdsl,los,GRASP,7,0,,,,,3.936437607,34.5951004,5.88176012,0.120570838,
cdsl,los,GRASP,8,0,,,,,3.939373255,31.03329468,5.570753574,0.167640269,
cdsl,los,GRASP,9,0,,,,,3.666014194,24.79209709,4.979166508,0.144952238,
cdsl,los,GRU,0,0,,,,,3.671344757,28.12379646,5.30318737,0.196616948,
cdsl,los,GRU,1,0,,,,,3.949965239,31.6078949,5.622089863,0.18740809,
cdsl,los,GRU,2,0,,,,,4.025970459,37.23259354,6.101851463,0.170581579,
cdsl,los,GRU,3,0,,,,,3.946133614,34.28209686,5.855091572,0.101272106,
cdsl,los,GRU,4,0,,,,,3.607236624,25.65134621,5.064715862,0.157116055,
cdsl,los,GRU,5,0,,,,,3.492584705,22.73114777,4.767719269,0.227942348,
cdsl,los,GRU,6,0,,,,,3.665038824,24.58044243,4.957866669,0.130564392,
cdsl,los,GRU,7,0,,,,,3.798497677,31.51098824,5.613464832,0.198970854,
cdsl,los,GRU,8,0,,,,,3.754080772,28.47259903,5.335972309,0.236321986,
cdsl,los,GRU,9,0,,,,,3.591398954,24.79685974,4.979644775,0.144787967,
cdsl,los,LSTM,0,0,,,,,3.752542734,28.29973412,5.319749355,0.191591084,
cdsl,los,LSTM,1,0,,,,,4.02176857,31.73600388,5.633471966,0.184114635,
cdsl,los,LSTM,2,0,,,,,4.05068922,38.38367844,6.195456028,0.144939244,
cdsl,los,LSTM,3,0,,,,,3.914212704,32.80366898,5.72744894,0.140030026,
cdsl,los,LSTM,4,0,,,,,3.693129539,26.21765327,5.120317459,0.138507664,
cdsl,los,LSTM,5,0,,,,,3.60039854,23.5982666,4.857804775,0.198490858,
cdsl,los,LSTM,6,0,,,,,3.698976517,24.39338875,4.938966274,0.137180686,
cdsl,los,LSTM,7,0,,,,,3.897326708,33.51478195,5.789195061,0.148033142,
cdsl,los,LSTM,8,0,,,,,3.859258652,29.92757797,5.470610619,0.197297275,
cdsl,los,LSTM,9,0,,,,,3.639942169,23.98026466,4.896965027,0.172951281,
cdsl,los,MLP,0,0,,,,,4.036801815,31.95149422,5.652565479,0.087275088,
cdsl,los,MLP,1,0,,,,,4.23342371,34.55040741,5.877959251,0.111760497,
cdsl,los,MLP,2,0,,,,,4.27218771,40.52737427,6.366111279,0.097184837,
cdsl,los,MLP,3,0,,,,,4.135466576,36.31327057,6.026049137,0.048023403,
cdsl,los,MLP,4,0,,,,,3.938637972,28.21662331,5.311932087,0.072822988,
cdsl,los,MLP,5,0,,,,,3.823523283,26.09719086,5.108541012,0.113615572,
cdsl,los,MLP,6,0,,,,,3.91059494,26.68874359,5.166114807,0.05599159,
cdsl,los,MLP,7,0,,,,,4.105417252,35.87949371,5.989949226,0.087920666,
cdsl,los,MLP,8,0,,,,,4.139520645,33.85316849,5.818347454,0.092006981,
cdsl,los,MLP,9,0,,,,,3.876416922,26.71132278,5.168299675,0.078760564,
cdsl,los,RETAIN,0,0,,,,,3.80505085,29.1190834,5.396210194,0.168185592,
cdsl,los,RETAIN,1,0,,,,,4.023320198,32.96110535,5.741176128,0.152619064,
cdsl,los,RETAIN,2,0,,,,,4.063467979,38.07798386,6.170736313,0.151749074,
cdsl,los,RETAIN,3,0,,,,,3.96402359,41.90589905,6.47347641,-0.09859097,
cdsl,los,RETAIN,4,0,,,,,3.71510911,26.33763313,5.132020473,0.134565175,
cdsl,los,RETAIN,5,0,,,,,3.596921921,23.38099861,4.835390091,0.20587033,
cdsl,los,RETAIN,6,0,,,,,3.72896409,26.38276672,5.136415958,0.066814363,
cdsl,los,RETAIN,7,0,,,,,3.918964863,33.30139923,5.770736217,0.153457522,
cdsl,los,RETAIN,8,0,,,,,3.825600863,29.39770889,5.421965599,0.211509168,
cdsl,los,RETAIN,9,0,,,,,3.675169945,24.70508194,4.970420837,0.147953212,
cdsl,los,RNN,0,0,,,,,3.922130346,30.1609726,5.491900444,0.138423085,
cdsl,los,RNN,1,0,,,,,4.136327744,35.14600372,5.928406715,0.096448541,
cdsl,los,RNN,2,0,,,,,4.268069744,40.1885643,6.339445114,0.104732394,
cdsl,los,RNN,3,0,,,,,3.989213228,34.4678154,5.870929718,0.09640336,
cdsl,los,RNN,4,0,,,,,3.772135019,26.29855347,5.128211498,0.135849297,
cdsl,los,RNN,5,0,,,,,3.518815994,23.63493919,4.861577988,0.1972453,
cdsl,los,RNN,6,0,,,,,3.728106022,25.4653492,5.046320438,0.099264383,
cdsl,los,RNN,7,0,,,,,3.989914894,35.7238121,5.976940155,0.091878235,
cdsl,los,RNN,8,0,,,,,3.915604115,30.70628357,5.541325092,0.176411211,
cdsl,los,RNN,9,0,,,,,3.717992783,24.85480499,4.985459328,0.142789483,
cdsl,los,StageNet,0,0,,,,,3.642837524,27.03495026,5.199514389,0.227720857,
cdsl,los,StageNet,1,0,,,,,3.874001503,30.16773415,5.492516041,0.224432528,
cdsl,los,StageNet,2,0,,,,,3.969259501,37.7225914,6.141871929,0.159666002,
cdsl,los,StageNet,3,0,,,,,3.876089573,32.6524086,5.71422863,0.143995404,
cdsl,los,StageNet,4,0,,,,,3.557878256,25.06731415,5.006726742,0.176306903,
cdsl,los,StageNet,5,0,,,,,3.510977745,22.99871826,4.795697689,0.218854427,
cdsl,los,StageNet,6,0,,,,,3.666094303,24.84239197,4.984214306,0.121298969,
cdsl,los,StageNet,7,0,,,,,3.753402472,32.58699799,5.708502293,0.171618044,
cdsl,los,StageNet,8,0,,,,,3.754644632,29.4849987,5.430008888,0.209167898,
cdsl,los,StageNet,9,0,,,,,3.616027594,25.58845901,5.058503628,0.117486715,
cdsl,los,TCN,0,0,,,,,3.706017017,28.34333038,5.323845387,0.190345764,
cdsl,los,TCN,1,0,,,,,3.934519053,32.37508011,5.689910412,0.167684972,
cdsl,los,TCN,2,0,,,,,4.018143654,38.19165802,6.179939747,0.149216831,
cdsl,los,TCN,3,0,,,,,3.835260391,32.94245529,5.739552021,0.13639164,
cdsl,los,TCN,4,0,,,,,3.61998105,26.83403587,5.180157661,0.118253767,
cdsl,los,TCN,5,0,,,,,3.495568991,23.35802078,4.833013535,0.206650794,
cdsl,los,TCN,6,0,,,,,3.614038467,24.57892227,4.957713604,0.130618215,
cdsl,los,TCN,7,0,,,,,3.810690165,33.1736145,5.759654045,0.156705856,
cdsl,los,TCN,8,0,,,,,3.827623606,30.52554321,5.524992466,0.181258917,
cdsl,los,TCN,9,0,,,,,3.591501951,24.50370789,4.95012188,0.154898345,
cdsl,los,Transformer,0,0,,,,,3.990714788,31.4007225,5.603634834,0.103008389,
cdsl,los,Transformer,1,0,,,,,4.182071686,34.75726318,5.89552927,0.106442571,
cdsl,los,Transformer,2,0,,,,,4.283438206,43.03352356,6.559994221,0.041356146,
cdsl,los,Transformer,3,0,,,,,4.165806293,38.76106262,6.225838184,-0.016147017,
cdsl,los,Transformer,4,0,,,,,3.793016672,26.7191143,5.169053555,0.12202996,
cdsl,los,Transformer,5,0,,,,,3.750963688,28.08114243,5.299164295,0.046231151,
cdsl,los,Transformer,6,0,,,,,3.775541306,26.09772491,5.108593464,0.076896548,
cdsl,los,Transformer,7,0,,,,,4.069431782,34.95632553,5.912387371,0.111388266,
cdsl,los,Transformer,8,0,,,,,4.009622097,32.37366104,5.68978548,0.131689668,
