dataset,task,model,fold,seed,accuracy,auroc,auprc,es,mae,mse,rmse,r2,osmae
tjh,outcome,AdaCare-ta,2,0,0.948571444,0.987659931,0.974372864,0.778136775,,,,,
tjh,outcome,AdaCare-ta,3,0,0.933774829,0.988095224,0.984104037,0.8004064,,,,,
tjh,outcome,AdaCare-ta,4,0,0.937853098,0.979404688,0.969428241,0.911755659,,,,,
tjh,outcome,AdaCare-ta,5,0,0.908571422,0.975288749,0.96335417,0.881559681,,,,,
tjh,outcome,AdaCare-ta,6,0,0.921568632,0.979986012,0.978817582,0.721778786,,,,,
tjh,outcome,AdaCare-ta,7,0,0.983516455,0.995864987,0.99042654,0.969670939,,,,,
tjh,outcome,AdaCare-ta,8,0,0.959302306,0.989587784,0.987662435,0.838890469,,,,,
tjh,outcome,AdaCare-ta,9,0,0.97590363,0.998198152,0.996607363,0.925107533,,,,,
cdsl,outcome,AdaCare-ta,0,0,0.906758368,0.866683722,0.598831296,0.277348272,,,,,
cdsl,outcome,AdaCare-ta,1,0,0.88908267,0.830859125,0.450613558,0.05252314,,,,,
cdsl,outcome,AdaCare-ta,2,0,0.889798462,0.87342155,0.516063452,0.149321179,,,,,
cdsl,outcome,AdaCare-ta,3,0,0.898038268,0.852655351,0.538682401,0.193494741,,,,,
cdsl,outcome,AdaCare-ta,4,0,0.912247002,0.911750197,0.656161606,0.39112286,,,,,
cdsl,outcome,AdaCare-ta,5,0,0.907712102,0.861642301,0.577023447,0.24147165,,,,,
cdsl,outcome,AdaCare-ta,6,0,0.900990903,0.885961533,0.554899096,0.076555018,,,,,
cdsl,outcome,AdaCare-ta,7,0,0.889264226,0.867961466,0.5379287,0.249279209,,,,,
cdsl,outcome,AdaCare-ta,8,0,0.893294394,0.861915708,0.546194911,0.166123394,,,,,
cdsl,outcome,AdaCare-ta,9,0,0.888841927,0.886652291,0.585601032,0.211645605,,,,,
tjh,outcome,MLP-ta,0,0,0.907514453,0.961767197,0.953209996,0.695116057,,,,,
tjh,outcome,MLP-ta,1,0,0.933333337,0.983228743,0.979587018,0.855152589,,,,,
tjh,outcome,MLP-ta,2,0,0.897142828,0.926405013,0.917052746,0.605576491,,,,,
tjh,outcome,MLP-ta,3,0,0.91390729,0.976551175,0.968257606,0.771197581,,,,,
tjh,outcome,MLP-ta,4,0,0.881355941,0.951966524,0.903574824,0.791593152,,,,,
tjh,outcome,MLP-ta,5,0,0.868571401,0.932178378,0.895461977,0.815543766,,,,,
tjh,outcome,MLP-ta,6,0,0.915032685,0.95663619,0.919590533,0.80292664,,,,,
tjh,outcome,MLP-ta,7,0,0.912087917,0.973522723,0.939534903,0.709346493,,,,,
tjh,outcome,MLP-ta,8,0,0.924418628,0.95736599,0.931525826,0.762938833,,,,,
tjh,outcome,MLP-ta,9,0,0.861445785,0.94512701,0.912786603,0.584687227,,,,,
cdsl,outcome,MLP-ta,0,0,0.895750701,0.817677021,0.444546908,-0.034426398,,,,,
cdsl,outcome,MLP-ta,1,0,0.888924122,0.804243326,0.441724718,-0.010980232,,,,,
cdsl,outcome,MLP-ta,2,0,0.894442677,0.871589601,0.499345481,-0.025477034,,,,,
cdsl,outcome,MLP-ta,3,0,0.898280442,0.822152555,0.482996076,0.026951141,,,,,
cdsl,outcome,MLP-ta,4,0,0.902887762,0.867592812,0.502739489,-0.041886256,,,,,
cdsl,outcome,MLP-ta,5,0,0.903598964,0.83936888,0.503446579,0.062837035,,,,,
cdsl,outcome,MLP-ta,6,0,0.891721249,0.873367548,0.49318701,-0.015179082,,,,,
cdsl,outcome,MLP-ta,7,0,0.887616396,0.827507496,0.455482632,0.01149868,,,,,
cdsl,outcome,MLP-ta,8,0,0.888510525,0.832534432,0.505176961,0.023767886,,,,,
cdsl,outcome,MLP-ta,9,0,0.886897743,0.867936373,0.538007379,0.058106902,,,,,
tjh,outcome,Transformer-ta,0,0,0.901734114,0.971820951,0.960286796,0.711268849,,,,,
tjh,outcome,Transformer-ta,1,0,0.933333337,0.98425293,0.975648999,0.872534278,,,,,
tjh,outcome,Transformer-ta,2,0,0.89142859,0.956883788,0.875896394,0.676791845,,,,,
tjh,outcome,Transformer-ta,3,0,0.880794704,0.953823924,0.93565464,0.693307396,,,,,
tjh,outcome,Transformer-ta,4,0,0.915254235,0.976880193,0.968531072,0.938041207,,,,,
tjh,outcome,Transformer-ta,5,0,0.845714271,0.972334146,0.967912674,0.860201591,,,,,
tjh,outcome,Transformer-ta,6,0,0.908496737,0.932584286,0.788071573,0.80060813,,,,,
tjh,outcome,Transformer-ta,7,0,0.98901099,0.99999994,1,0.949451564,,,,,
tjh,outcome,Transformer-ta,8,0,0.982558131,0.992964685,0.992260933,0.95166714,,,,,
tjh,outcome,Transformer-ta,9,0,0.867469907,0.95954144,0.921797156,0.618729257,,,,,
cdsl,outcome,Transformer-ta,0,0,0.880857944,0.853345871,0.495377839,0.210164809,,,,,
cdsl,outcome,Transformer-ta,1,0,0.865535557,0.818806469,0.3863222,-0.099934053,,,,,
cdsl,outcome,Transformer-ta,2,0,0.871300399,0.839892089,0.406667143,0.080868732,,,,,
cdsl,outcome,Transformer-ta,3,0,0.880439162,0.82370162,0.354237467,-0.153802063,,,,,
cdsl,outcome,Transformer-ta,4,0,0.884009302,0.855656743,0.477178901,0.04331629,,,,,
cdsl,outcome,Transformer-ta,5,0,0.872579277,0.729279101,0.389433593,0.068880691,,,,,
cdsl,outcome,Transformer-ta,6,0,0.861674905,0.834759653,0.35043627,-0.057383744,,,,,
cdsl,outcome,Transformer-ta,7,0,0.865947127,0.834212482,0.387290418,0.016029493,,,,,
cdsl,outcome,Transformer-ta,8,0,0.862158418,0.808788896,0.353910238,-0.036841292,,,,,
cdsl,outcome,Transformer-ta,9,0,0.865595937,0.83777833,0.417461157,-0.148988045,,,,,
tjh,outcome,LSTM-ta,0,0,0.907514453,0.981733203,0.973358452,0.676944166,,,,,
tjh,outcome,LSTM-ta,1,0,0.944444418,0.980796278,0.976620913,0.841633497,,,,,
tjh,outcome,LSTM-ta,2,0,0.948571444,0.988700569,0.970828414,0.802788244,,,,,
tjh,outcome,LSTM-ta,3,0,0.920529783,0.980158746,0.974900723,0.817444878,,,,,
tjh,outcome,LSTM-ta,4,0,0.920903981,0.97714591,0.96542263,0.906123041,,,,,
tjh,outcome,LSTM-ta,5,0,0.845714271,0.895111442,0.811908722,0.84272679,,,,,
tjh,outcome,LSTM-ta,6,0,0.941176474,0.975948036,0.974237204,0.874800453,,,,,
tjh,outcome,LSTM-ta,7,0,0.967032969,0.990529597,0.988756239,0.916595081,,,,,
tjh,outcome,LSTM-ta,8,0,0.988372087,0.997467279,0.996799588,0.953968705,,,,,
tjh,outcome,LSTM-ta,9,0,0.873493969,0.942014754,0.907396615,0.74468477,,,,,
cdsl,outcome,LSTM-ta,0,0,0.912019432,0.882949889,0.638003469,0.296246446,,,,,
cdsl,outcome,LSTM-ta,1,0,0.879489422,0.831257284,0.41679275,0.067662475,,,,,
cdsl,outcome,LSTM-ta,2,0,0.899401784,0.891461551,0.53969413,0.17804676,,,,,
cdsl,outcome,LSTM-ta,3,0,0.901025295,0.860170603,0.559599757,0.330207003,,,,,
cdsl,outcome,LSTM-ta,4,0,0.915606737,0.924534559,0.689379215,0.471916726,,,,,
cdsl,outcome,LSTM-ta,5,0,0.913196206,0.885352969,0.628473282,0.264754587,,,,,
cdsl,outcome,LSTM-ta,6,0,0.903627932,0.894137025,0.569759011,0.164975529,,,,,
cdsl,outcome,LSTM-ta,7,0,0.900140047,0.877698779,0.559058487,0.15883722,,,,,
cdsl,outcome,LSTM-ta,8,0,0.890456498,0.858840644,0.533218026,0.103512591,,,,,
cdsl,outcome,LSTM-ta,9,0,0.886559606,0.869392157,0.554843068,0.056324394,,,,,
tjh,outcome,GRASP-ta,0,0,0.884393036,0.979467571,0.967364192,0.705211552,,,,,
tjh,outcome,GRASP-ta,1,0,0.949999988,0.990782261,0.98581785,0.895709864,,,,,
tjh,outcome,GRASP-ta,2,0,0.948571444,0.991674066,0.980248153,0.802788244,,,,,
tjh,outcome,GRASP-ta,3,0,0.887417197,0.954184651,0.946556151,0.761461308,,,,,
tjh,outcome,GRASP-ta,4,0,0.903954804,0.959606647,0.933829665,0.900490424,,,,,
tjh,outcome,GRASP-ta,5,0,0.857142866,0.930566728,0.8987149,0.881559681,,,,,
tjh,outcome,GRASP-ta,6,0,0.921568632,0.978581488,0.974552929,0.784378559,,,,,
tjh,outcome,GRASP-ta,7,0,0.98901099,0.999199629,0.998499334,0.994945156,,,,,
tjh,outcome,GRASP-ta,8,0,0.947674394,0.995216012,0.992930293,0.834287339,,,,,
tjh,outcome,GRASP-ta,9,0,0.885542154,0.960524201,0.937127769,0.720855349,,,,,
cdsl,outcome,GRASP-ta,0,0,0.889599323,0.839073002,0.503076851,0.26957199,,,,,
cdsl,outcome,GRASP-ta,1,0,0.885832071,0.787987053,0.400410563,-0.046578127,,,,,
cdsl,outcome,GRASP-ta,2,0,0.893734276,0.844491363,0.482821435,0.011455855,,,,,
cdsl,outcome,GRASP-ta,3,0,0.908290923,0.835549951,0.533349276,0.162604301,,,,,
cdsl,outcome,GRASP-ta,4,0,0.921446264,0.924985945,0.68389082,0.429746737,,,,,
cdsl,outcome,GRASP-ta,5,0,0.915252805,0.884371042,0.631786883,0.121787449,,,,,
cdsl,outcome,GRASP-ta,6,0,0.893958747,0.869067192,0.536989748,0.221916943,,,,,
cdsl,outcome,GRASP-ta,7,0,0.897668302,0.852956831,0.555531263,0.222878513,,,,,
cdsl,outcome,GRASP-ta,8,0,0.88794291,0.824063718,0.487648934,0.076530698,,,,,
cdsl,outcome,GRASP-ta,9,0,0.88605243,0.828485787,0.534050941,0.090840219,,,,,
cdsl,outcome,MCGRU-ta,0,0,0.913719118,0.882869422,0.64423275,0.359993877,,,,,
cdsl,outcome,MCGRU-ta,1,0,0.878538013,0.80892396,0.432559907,0.124864611,,,,,
cdsl,outcome,MCGRU-ta,2,0,0.904439569,0.884637713,0.5590325,0.14984505,,,,,
cdsl,outcome,MCGRU-ta,3,0,0.908856034,0.865508497,0.582455099,0.200555413,,,,,
cdsl,outcome,MCGRU-ta,4,0,0.923766077,0.927804887,0.705247045,0.413549627,,,,,
cdsl,outcome,MCGRU-ta,5,0,0.916538119,0.898727715,0.620349824,0.166966253,,,,,
cdsl,outcome,MCGRU-ta,6,0,0.903148472,0.912556887,0.579292774,0.211540177,,,,,
cdsl,outcome,MCGRU-ta,7,0,0.890664935,0.871911645,0.568297744,0.227235063,,,,,
cdsl,outcome,MCGRU-ta,8,0,0.890375435,0.861604512,0.563879251,0.161079301,,,,,
cdsl,outcome,MCGRU-ta,9,0,0.895181715,0.881681085,0.612206578,0.074068445,,,,,
tjh,outcome,MCGRU-ta,0,0,0.890173435,0.987255692,0.981313348,0.616371198,,,,,
tjh,outcome,MCGRU-ta,1,0,0.944444418,0.990526199,0.986283839,0.859015186,,,,,
tjh,outcome,MCGRU-ta,2,0,0.959999979,0.99613446,0.991647959,0.832917818,,,,,
tjh,outcome,MCGRU-ta,3,0,0.940397322,0.971681058,0.963343978,0.912373542,,,,,
tjh,outcome,MCGRU-ta,4,0,0.920903981,0.972761095,0.955929101,0.939918747,,,,,
tjh,outcome,MCGRU-ta,5,0,0.868571401,0.959575593,0.944623172,0.867968169,,,,,
tjh,outcome,MCGRU-ta,6,0,0.947712421,0.969978869,0.973643959,0.856252373,,,,,
tjh,outcome,MCGRU-ta,7,0,0.950549424,0.995864987,0.992761493,0.863519223,,,,,
tjh,outcome,MCGRU-ta,8,0,0.976744175,0.997608006,0.996617973,0.928651493,,,,,
tjh,outcome,MCGRU-ta,9,0,0.861445785,0.95298934,0.918103933,0.5540494,,,,,
tjh,outcome,MCGRU,0,0,0.890173435,0.987114072,0.981042147,0.616371198,,,,,
tjh,outcome,MCGRU,1,0,0.944444418,0.990270138,0.986052334,0.841633497,,,,,
tjh,outcome,MCGRU,2,0,0.948571444,0.995093644,0.98955822,0.778136775,,,,,
tjh,outcome,MCGRU,3,0,0.933774829,0.972041845,0.964509606,0.888032859,,,,,
tjh,outcome,MCGRU,4,0,0.915254235,0.973691106,0.958706856,0.938041207,,,,,
tjh,outcome,MCGRU,5,0,0.868571401,0.956218123,0.941484511,0.867968169,,,,,
tjh,outcome,MCGRU,6,0,0.941176474,0.970505655,0.974372268,0.853933863,,,,,
tjh,outcome,MCGRU,7,0,0.956043959,0.995731652,0.992551804,0.866046645,,,,,
tjh,outcome,MCGRU,8,0,0.970930219,0.995778918,0.993711829,0.926349928,,,,,
tjh,outcome,MCGRU,9,0,0.855421662,0.952825546,0.918578982,0.520007369,,,,,
cdsl,outcome,MCGRU,0,0,0.912505031,0.879607975,0.63497287,0.322830481,,,,,
cdsl,outcome,MCGRU,1,0,0.881630063,0.815055668,0.455395073,0.076500573,,,,,
cdsl,outcome,MCGRU,2,0,0.897827446,0.875852466,0.538587749,0.140939247,,,,,
cdsl,outcome,MCGRU,3,0,0.909582615,0.866524935,0.58951062,0.228356809,,,,,
cdsl,outcome,MCGRU,4,0,0.924166083,0.92651695,0.703033864,0.396777472,,,,,
cdsl,outcome,MCGRU,5,0,0.914910018,0.896495461,0.618345439,0.117824396,,,,,
cdsl,outcome,MCGRU,6,0,0.909061849,0.909098625,0.583809137,0.282346345,,,,,
cdsl,outcome,MCGRU,7,0,0.901293576,0.865608394,0.567449629,0.077718248,,,,,
cdsl,outcome,MCGRU,8,0,0.890213251,0.860795617,0.560504675,0.071566671,,,,,
cdsl,outcome,MCGRU,9,0,0.893744707,0.880438864,0.607179165,0.043522751,,,,,
tjh,los,MCGRU,0,0,,,,,4.740905285,51.59429932,7.182917118,-0.261767149,
tjh,los,MCGRU,1,0,,,,,4.029402733,28.17212105,5.307741642,0.382846534,
tjh,los,MCGRU,2,0,,,,,4.611194611,39.09717178,6.252773285,0.197563469,
tjh,los,MCGRU,3,0,,,,,4.462106228,31.01689911,5.569281578,0.276085913,
tjh,los,MCGRU,4,0,,,,,5.451156139,59.71234894,7.727376461,-0.016104698,
tjh,los,MCGRU,5,0,,,,,4.271461487,29.72903824,5.452434063,0.25683713,
tjh,los,MCGRU,6,0,,,,,5.261277199,48.13398361,6.937865734,0.0633834,
tjh,los,MCGRU,7,0,,,,,3.991479158,27.23236084,5.218463421,0.153287232,
tjh,los,MCGRU,8,0,,,,,4.896373272,42.40403748,6.511838436,0.101495028,
tjh,los,MCGRU,9,0,,,,,5.222815037,45.54318619,6.748569012,0.184679329,
cdsl,los,MCGRU,0,0,,,,,3.786638737,30.34943008,5.509031773,0.133039534,
cdsl,los,MCGRU,1,0,,,,,3.995914698,33.08922195,5.752323151,0.149325371,
cdsl,los,MCGRU,2,0,,,,,4.045980453,39.41627502,6.278238297,0.12193644,
cdsl,los,MCGRU,3,0,,,,,3.910581112,34.29587555,5.856267929,0.100910842,
cdsl,los,MCGRU,4,0,,,,,3.595523834,25.16140175,5.016114235,0.17321527,
cdsl,los,MCGRU,5,0,,,,,3.599854708,24.13673592,4.91291523,0.180201888,
cdsl,los,MCGRU,6,0,,,,,3.72035265,26.1654129,5.115213871,0.074502409,
cdsl,los,MCGRU,7,0,,,,,3.889252901,33.16154861,5.758606434,0.157012582,
cdsl,los,MCGRU,8,0,,,,,3.939702511,31.09541512,5.57632637,0.16597414,
cdsl,los,MCGRU,9,0,,,,,3.595302582,24.74222374,4.974155426,0.146672308,
tjh,multitask,MCGRU,0,0,0.901734114,0.990370989,0.986135721,0.656753177,4.436481953,47.38220215,6.883472919,-0.158758044,6.105137825
tjh,multitask,MCGRU,1,0,0.955555558,0.992830634,0.989324033,0.880259473,3.950436354,27.50737,5.244746685,0.397408903,4.119591713
tjh,multitask,MCGRU,2,0,0.942857146,0.994647622,0.989002645,0.750746253,4.417488098,37.43732834,6.118605137,0.231630385,3.772097588
tjh,multitask,MCGRU,3,0,0.940397322,0.972402573,0.964152455,0.912373542,4.186853886,29.17359543,5.401258469,0.319107413,4.902529716
tjh,multitask,MCGRU,4,0,0.926553667,0.977013111,0.963686883,0.941796286,5.476111412,60.36433411,7.769448757,-0.027199388,4.134365559
tjh,multitask,MCGRU,5,0,0.879999995,0.961590111,0.950490117,0.88932626,4.891524792,37.86341095,6.153325081,0.053495049,6.40933609
tjh,multitask,MCGRU,6,0,0.934640527,0.970505655,0.972438872,0.830748762,5.017235756,49.11374283,7.008119583,0.044318736,5.107066154
tjh,multitask,MCGRU,7,0,0.961538434,0.994397819,0.99026227,0.823080474,3.898478985,26.86088371,5.182748795,0.164837241,4.479820728
tjh,multitask,MCGRU,8,0,0.947674394,0.989306271,0.983141541,0.875715503,5.285408974,44.15747452,6.645109177,0.064341128,5.491537571
tjh,multitask,MCGRU,9,0,0.843373477,0.939394057,0.895491481,0.513198963,5.116899967,44.31565475,6.657000542,0.206654787,8.214688301
cdsl,multitask,MCGRU,0,0,0.915661693,0.880059958,0.643286169,0.307639604,3.741317511,27.58312225,5.251963615,0.212061822,4.236284256
cdsl,multitask,MCGRU,1,0,0.890589058,0.822511077,0.468061596,0.002522418,3.857938528,29.74100876,5.453531742,0.235403001,4.295276408
cdsl,multitask,MCGRU,2,0,0.894206524,0.872468472,0.514813423,0.105490658,4.004936695,36.64923477,6.053861141,0.183576882,4.606794916
cdsl,multitask,MCGRU,3,0,0.902397692,0.866938114,0.586075008,0.270544324,3.913942575,31.98850822,5.65583849,0.161399961,4.279404769
cdsl,multitask,MCGRU,4,0,0.910967112,0.929533064,0.70511657,0.501723241,3.795459509,26.35116196,5.133338451,0.134120643,4.345502142
cdsl,multitask,MCGRU,5,0,0.900685489,0.876829326,0.557968736,-0.101926895,3.760512352,24.6261158,4.962470531,0.163580239,4.840231895
cdsl,multitask,MCGRU,6,0,0.904746711,0.905098736,0.563035369,0.202297007,3.858180761,28.42800522,5.331791878,-0.005527854,4.628145695
cdsl,multitask,MCGRU,7,0,0.904589295,0.888648272,0.617393732,0.180794235,3.793312788,33.02188492,5.746467113,0.160562873,4.12239933
cdsl,multitask,MCGRU,8,0,0.891348422,0.864124775,0.565780759,0.171407681,4.053509712,29.10373116,5.394787312,0.219394088,4.71429383
cdsl,multitask,MCGRU,9,0,0.894505501,0.890427351,0.602930069,0.159466753,3.70255208,24.05275345,4.904360771,0.170451224,4.531900906
tjh,twostage,RF,0,0,0.913294792,0.974936306,0.967583776,0.733478937,4.545249462,43.21392059,6.573729515,-0.056820393,5.530481185
tjh,twostage,RF,1,0,0.922222197,0.988669872,0.984162688,0.8339083,4.633568287,41.42276764,6.436052322,0.092570841,5.216679716
tjh,twostage,RF,2,0,0.925714314,0.988849223,0.978785157,0.668574689,4.626158237,38.07458878,6.170461178,0.218551099,4.987659334
tjh,twostage,RF,3,0,0.874172211,0.970598817,0.96057117,0.625153484,4.522266865,35.28681946,5.940270901,0.176428795,7.376315245
tjh,twostage,RF,4,0,0.858757079,0.941203892,0.926221788,0.733389437,5.681367397,57.3731575,7.574507236,0.023700476,5.748504975
tjh,twostage,RF,5,0,0.862857163,0.941646457,0.920649767,0.778652519,4.688320637,34.44761276,5.869208813,0.138882756,7.197056294
tjh,twostage,RF,6,0,0.934640527,0.978142619,0.979042232,0.809882171,4.86075592,42.09027481,6.487701893,0.180985093,5.313339536
tjh,twostage,RF,7,0,0.917582393,0.970121324,0.95593822,0.757367507,3.966300488,25.39056015,5.038904667,0.210552752,6.208070792
tjh,twostage,RF,8,0,0.930232584,0.978471994,0.972642958,0.785954479,5.096834183,41.69402313,6.457090855,0.116539538,6.065771908
tjh,twostage,RF,9,0,0.885542154,0.925061464,0.910146058,0.537028385,5.650357246,50.45370102,7.103076935,0.096770585,7.803279053
tjh,twostage,DT,0,0,0.895953774,0.90795815,0.855837524,0.691077859,5.209064007,61.05049515,7.813481808,-0.493023634,6.492235583
tjh,twostage,DT,1,0,0.905555546,0.878440678,0.832883,0.828114405,5.158798695,57.66408539,7.593687057,-0.263220072,5.519089596
tjh,twostage,DT,2,0,0.908571422,0.824635744,0.80746448,0.660357533,5.002631664,47.31674194,6.878716469,0.028863728,5.354138962
tjh,twostage,DT,3,0,0.854304612,0.864899039,0.773000479,0.705477737,4.482070446,37.81745529,6.149590015,0.11736542,7.903985783
tjh,twostage,DT,4,0,0.847457647,0.872707963,0.778327763,0.746532211,5.737615108,66.87770081,8.17787838,-0.138035178,5.916011545
tjh,twostage,DT,5,0,0.857142866,0.87798816,0.775224805,0.759236073,4.810988426,42.60840225,6.52751112,-0.065119743,7.290958178
tjh,twostage,DT,6,0,0.882352948,0.899666488,0.861555278,0.666134544,5.037967682,49.77512741,7.055149078,0.031449199,6.616247163
tjh,twostage,DT,7,0,0.846153855,0.896958828,0.834090769,0.565283452,4.066633701,26.41828537,5.139872074,0.178598523,8.598723254
tjh,twostage,DT,8,0,0.906976759,0.925847769,0.89563036,0.735320055,5.528930187,57.35066986,7.573022366,-0.215211391,7.073520706
tjh,twostage,DT,9,0,0.801204801,0.791809976,0.63406533,0.428093887,5.693010807,54.76504135,7.400340557,0.019588351,9.422242119
tjh,twostage,GBDT,0,0,0.924855471,0.974794686,0.964714527,0.792032807,4.555773735,45.19124222,6.722443104,-0.105176926,4.961944926
tjh,twostage,GBDT,1,0,0.927777767,0.982780695,0.978407025,0.85322129,4.772122383,44.56544495,6.675735474,0.023725688,5.341019356
tjh,twostage,GBDT,2,0,0.925714314,0.982753575,0.979853094,0.668574689,4.370400906,36.1048851,6.008734226,0.258977592,4.757736599
tjh,twostage,GBDT,3,0,0.880794704,0.964105368,0.953250885,0.71521401,4.277245522,34.25505447,5.852781773,0.200509489,6.716673082
tjh,twostage,GBDT,4,0,0.87005651,0.956683397,0.939410925,0.821633779,5.557686329,58.48652649,7.647648335,0.004754663,5.40596904
tjh,twostage,GBDT,5,0,0.879999995,0.924926102,0.876727819,0.819427055,4.767739773,39.04634476,6.248707294,0.023924172,6.85680346
tjh,twostage,GBDT,6,0,0.928104579,0.975947976,0.975817919,0.78669707,4.853748322,41.99645615,6.480467319,0.182810664,5.509383572
tjh,twostage,GBDT,7,0,0.906593382,0.97358942,0.959139287,0.706819072,4.034172535,24.96211815,4.996210575,0.223873913,6.616279743
tjh,twostage,GBDT,8,0,0.924418628,0.984944403,0.980250239,0.825081079,5.008050919,41.65334702,6.453940392,0.117401421,6.068003062
tjh,twostage,GBDT,9,0,0.879518092,0.92063874,0.905085146,0.656175491,5.6883955,54.00627136,7.348896027,0.033172011,6.921794099
tjh,twostage,XGBoost,0,0,0.919075131,0.982016385,0.975467026,0.771841818,4.674691677,45.67531586,6.758351326,-0.117015123,5.525486946
tjh,twostage,XGBoost,1,0,0.927777767,0.980732322,0.977466524,0.870602979,4.486829281,40.9770546,6.401332378,0.102334917,5.011741161
tjh,twostage,XGBoost,2,0,0.920000017,0.986321807,0.980892897,0.616532698,4.463252068,38.17000961,6.178188324,0.216592669,4.86619854
tjh,twostage,XGBoost,3,0,0.907284796,0.965367973,0.955676913,0.768763513,4.225462914,33.07106781,5.75074482,0.228142977,5.831907749
tjh,twostage,XGBoost,4,0,0.898305058,0.969040632,0.954990983,0.864817179,5.5608325,57.0177002,7.551006794,0.029749215,4.72461462
tjh,twostage,XGBoost,5,0,0.879999995,0.942788124,0.913972735,0.836901856,4.814732075,39.03800583,6.248040199,0.024132669,6.539566994
tjh,twostage,XGBoost,6,0,0.934640527,0.973138988,0.973664224,0.789015581,4.628807545,39.53591537,6.287759304,0.230689168,5.163693905
tjh,twostage,XGBoost,7,0,0.901098907,0.973189294,0.956497133,0.70429165,4.046101093,25.77718353,5.077123642,0.198531806,6.858073235
tjh,twostage,XGBoost,8,0,0.936046541,0.989165604,0.985534787,0.829684209,5.078914642,42.3959465,6.511217117,0.101666451,5.664055824
tjh,twostage,XGBoost,9,0,0.867469907,0.922440529,0.8960917,0.58809143,5.773147106,55.97088623,7.481369495,-0.001998782,7.479041576
tjh,twostage,CatBoost,0,0,0.913294792,0.982441247,0.976843238,0.715307047,4.502919674,43.28901291,6.579438686,-0.058656812,5.450589393
tjh,twostage,CatBoost,1,0,0.944444418,0.988925815,0.985954762,0.841633496,4.374326706,39.49253082,6.284308434,0.134855688,4.587712951
tjh,twostage,CatBoost,2,0,0.925714314,0.986470401,0.980364859,0.668574689,4.516298294,35.9248085,5.993730545,0.262673557,4.8589685
tjh,twostage,CatBoost,3,0,0.91390729,0.974927902,0.961502552,0.771197581,4.273671627,31.9336834,5.650989532,0.25468874,5.585522608
tjh,twostage,CatBoost,4,0,0.875706196,0.961134791,0.945757687,0.789715612,5.62883234,56.6697464,7.527931213,0.035670221,5.184658862
tjh,twostage,CatBoost,5,0,0.879999995,0.948697269,0.925143957,0.836901856,4.4670434,31.10046387,5.576778889,0.222554386,6.359061168
tjh,twostage,CatBoost,6,0,0.941176474,0.97498244,0.972823143,0.833067272,4.874778271,44.89473724,6.700353622,0.126414418,5.09959165
tjh,twostage,CatBoost,7,0,0.906593382,0.976924121,0.962451696,0.684072276,3.997709274,25.07202911,5.007197857,0.220456541,6.521134379
tjh,twostage,CatBoost,8,0,0.930232584,0.985647976,0.980632246,0.785954479,4.997548103,40.31788254,6.349636555,0.145698786,6.022995767
tjh,twostage,CatBoost,9,0,0.879518092,0.933742821,0.907565773,0.564262009,5.495298862,48.45897675,6.961248398,0.132480502,7.335425044
tjh,twostage,MLP,0,0,0.907514453,0.976777077,0.966533601,0.713287947,5.117321491,52.14683533,7.22127676,-0.27527976,6.29581213
tjh,twostage,MLP,1,0,0.916666687,0.969658256,0.964971364,0.814595313,4.710276127,38.64788055,6.216742039,0.153359056,5.651529789
tjh,twostage,MLP,2,0,0.931428552,0.970413327,0.965772867,0.695965211,5.041789532,50.24335861,7.088254929,-0.031202674,5.021628857
tjh,twostage,MLP,3,0,0.907284796,0.97582972,0.967435896,0.746856898,4.667048454,36.10883331,6.009062767,0.15724355,6.959203243
tjh,twostage,MLP,4,0,0.881355941,0.946717978,0.93263793,0.740899593,5.881866932,60.25375366,7.762329102,-0.02531755,5.51001358
tjh,twostage,MLP,5,0,0.851428568,0.934058547,0.895637155,0.77476923,4.923348904,37.09729767,6.090754986,0.07264626,7.623615265
tjh,twostage,MLP,6,0,0.921568632,0.957162976,0.918251872,0.805245151,5.242996693,56.13678741,7.492448807,-0.092339396,5.757596493
tjh,twostage,MLP,7,0,0.912087917,0.972722352,0.937836826,0.709346493,4.262665749,29.395998,5.421807766,0.086015046,6.41039753
tjh,twostage,MLP,8,0,0.924418628,0.956170022,0.93120116,0.762938833,5.237204075,50.85947037,7.131582737,-0.077668428,6.099437714
tjh,twostage,MLP,9,0,0.861445785,0.93579036,0.897553742,0.523411572,5.68383503,61.20238876,7.823195457,-0.095653892,8.091144562
tjh,twostage,GRU,0,0,0.884393036,0.989946246,0.983364522,0.614352098,4.119437695,37.37353134,6.113389492,0.086009622,6.608676434
tjh,twostage,GRU,1,0,0.949999988,0.99219048,0.988713205,0.860946485,4.374666214,33.54853439,5.792109489,0.265067935,4.479621887
tjh,twostage,GRU,2,0,0.89142859,0.978739262,0.96152395,0.553534499,4.086186409,30.78133583,5.548092842,0.368238986,5.317726135
tjh,twostage,GRU,3,0,0.867549658,0.945887446,0.941264153,0.622719416,3.90432477,26.53364372,5.151081562,0.380722106,6.925084591
tjh,twostage,GRU,4,0,0.943502843,0.974355519,0.950743854,0.964326756,5.332283497,55.94213867,7.479447842,0.048051655,3.393898726
tjh,twostage,GRU,5,0,0.862857163,0.934595704,0.894459128,0.866026525,4.162412643,26.63530159,5.16094017,0.334173918,6.53418541
tjh,twostage,GRU,6,0,0.908496737,0.983497143,0.979600787,0.696275175,4.81896162,43.07015991,6.562786102,0.161917984,5.732264519
